what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1389519651720
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389519652694
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389519664523
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1389519664557
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389519686395
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389519706774
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389519733997
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389519750227
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389519751514
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389519761745
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389519878722
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389519948095
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1389520023922
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1389520025690
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389520027193
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389520034590
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1389520034643
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1389520034643
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389520035659
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389520055144
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1389520055177
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1389520107792
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1389520110627
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1389520112122
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389520113938
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389520121109
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1389520121158
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1389520121158
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389520121858
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389520133794
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1389520133825
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1389520141939
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1389520145266
