what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1389510102018
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1389510103560
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1389510105914
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1389510107363
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1389510109740
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389510111519
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389510129496
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389510152431
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389510212265
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1389510213437
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389510222132
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389510232211
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1389510232256
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1389510232256
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1389510239902
closed,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1389510239903
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1389510241930
closed,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1389510241930
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1389510243338
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1389510245496
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1389510249645
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1389510251248
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1389510254539
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PropertiesFileEditor",1389510255955
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1389510280608
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1389510281066
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389510283828
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389510328514
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1389510334189
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1389510336221
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389510339106
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389510377083
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389510378116
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389510446734
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1389510450389
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389510453043
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389510469364
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1389510474062
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389510476029
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389510622195
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389510649344
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389510659014
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1389510662343
opened,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1389510668386
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1389510668441
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389510672708
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389510674061
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389510675131
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389510693054
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1389510696286
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1389510701133
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389510702188
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389511124251
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1389511125953
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1389511158776
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1389511160396
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389511164196
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389511173711
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1389511173759
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1389511173759
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389511180652
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389511202689
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1389511202723
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1389511210708
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1389511211794
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389511214031
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389511221997
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1389511222044
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1389511222044
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389511231092
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389511346255
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1389511346283
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1389511369734
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1389511376734
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1389511398278
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1389511404093
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1389511410260
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1389511414068
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389511416168
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389511424120
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1389511424167
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1389511424167
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389511426251
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389511438432
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1389511438465
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389511458301
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389511773956
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389511817915
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389512579011
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389514951958
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389517656468
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389517680786
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389517685903
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389517700122
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389517741550
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389517744037
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389517776093
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389517789882
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389517796733
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1389517805857
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1389517811867
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1389517819032
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389517825056
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389517834833
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1389517834888
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1389517834888
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389517836628
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389517845541
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1389517845571
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1389517846792
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1389517847145
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389517851678
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389517911852
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1389517974612
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1389517975660
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389517977500
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389517988612
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1389517988665
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1389517988665
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389517989667
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389517995770
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1389517995796
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1389518002937
