what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389455413010
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1389455425134
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1389455426027
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1389455434449
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1389455435165
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1389455438692
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1389455456901
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1389455457198
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1389455457586
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1389455465103
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1389455465531
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1389455466136
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389455510839
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389455514444
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389455526884
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389455898076
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1389455906011
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1389455907852
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389455923856
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389455950984
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389455958854
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389456331774
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389456343807
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389456374095
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389456399357
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389456430433
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389456448059
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389456450664
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389456457686
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389456621779
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389456627156
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389456670914
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389456686508
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389456737402
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PropertiesFileEditor",1389456803947
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1389456839865
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389456944347
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389456984604
