what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.surround.with.try.catch",1389501916439
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1389501919562
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389501998684
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389501998851
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1389502003933
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1389502005519
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1389502062975
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389502065764
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389502188245
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1389502196754
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1389502200630
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1389502205653
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1389502207756
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389502218139
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.show.outline",1389502218181
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389502219515
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1389502221398
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1389502229569
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1389502244629
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1389502258251
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1389502261453
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1389502261578
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389502276088
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389502396951
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389502470920
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389502475413
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1389502583711
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389502601800
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389502601879
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1389502786428
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1389502788394
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1389503130474
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389503153697
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389503264203
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1389503293749
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389503340685
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389503392073
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PropertiesFileEditor",1389503416314
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1389503419424
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389503477097
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389503627818
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1389503688076
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1389503720253
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1389503725383
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1389503725560
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1389503725861
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1389503736357
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1389503912957
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1389503991809
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1389503994136
